imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt9428190,Norm of the North: King Sized Adventure,Norm of the North: King Sized Adventure,2019,2019-08-02,"Animation, Adventure, Comedy",90,"USA, India, South Korea, China",English,"Richard Finn, Tim Maltby",Dean Stefan,Assemblage,"Alan Marriott, Andrew Toth, Brian Dobson, Cole Howard, Jennifer Cameron, Jonathan Holmes, Lee Tockar, Lisa Durupt, Maya Kay, Michael Dobson, Simon Hayama, Vincent Tong","An ancient Chinese artifact has been stolen by a villainous archaeologist named Dexter. With the help of his Lemming friends, Norm must keep his word and embark on a journey across the ...",3.2,284,,,$ 1505059,,13.0,4.0
tt9430698,One Piece: Stampede,One Piece: Stampede,2019,2019-10-24,"Animation, Action, Adventure",101,Japan,"Japanese, English",Takashi Otsuka,"Eiichiro Oda, Eiichiro Oda",Toei Animation,"Felecia Angelle, Kim Anh, Tuan Anh, Major Attaway, Greg Ayres, Tia Lynn Ballard, Hoai Bao, Brian Barber, Johnny Yong Bosch, Anthony Bowling, Duncan Brannan, John Burgmeier, Charles C. Campbell, Ngoc Chau, Luci Christian",Pirates from around the world gather at the Pirates Expo to join the hunt for Gol D. Roger's lost treasure.,7.7,3512,,$ 1298528,$ 81562741,,63.0,25.0
tt9471952,Sükut Evi,Sükut Evi,2018,2018-12-21,Drama,97,Turkey,Turkish,Cafer Özgül,Cafer Özgül,Düs Gezginleri,"Melih Selcuk, Mehmet Özgür, Ece Ozdikici, Emel Çetin, Esin Eden, Fatih Topçuoglu, Yildirim Gücük, Kerem Pinar, Sehnaz B. Baftali, Pervin Bagdat, Onur Bilge, Ziya Hasipek, Halit Karaata, Merve Kizil","A young man leaves his work and his girlfriend behind for a while and leave for Anatolia. After a short while, he found himself in a friendly village in an idyllic and farce mountain ...",6.8,469,,,$ 159,,,
tt9472442,Bamse och dunderklockan,Bamse och dunderklockan,2018,2018-12-21,"Animation, Family",65,Sweden,Swedish,Christian Ryltenius,"Rune Andréasson, Fabian Nordlander",SF Studios,"Morgan Alling, Tomas Bolme, Peter Haber, Steve Kratz, Rolf Lydahl","Bamse's friends go on a quest to find the Thunderbell, the ingredient that makes Bamse strong. Meanwhile, Reinard pretends to be a good guy to supplant Bamse as the hero of the town and win the affections of Mickelina.",6.3,128,,,,,1.0,
tt9472658,Politseyskiy s Rublyovki. Novogodniy bespredel,Politseyskiy s Rublyovki. Novogodniy bespredel,2018,2018-12-20,Comedy,90,Russia,Russian,Ilya Kulikov,Ilya Kulikov,Legio Felix,"Alexander Petrov, Sergey Burunov, Tatyana Babenkova, Sofya Kashtanova, Roman Popov, Aleksandra Bortich, Rina Grishina, Irina Vilkova, Rostislav Gulbis, Sergey Shtatnov, Aleksandr Derepko, Svetlana Sukhanova, Aleksandr Buyanov, Sergey Garusov, Pavel Kizhuk","On New Year's Eve, the Barvikha-Severnoye Police Station is threatened with closure. In order to save his own department, a police officer from Rublevka Grisha Izmaylov is forced to go to ...",5.8,400,,,$ 27075595,,2.0,
tt9477520,Asuran,Asuran,2019,2019-10-04,"Action, Drama",141,India,Tamil,Vetrimaaran,"M.S. Manimaran, Poomani",V. Creations,"Dhanush, Manju Warrier, Prakash Raj, Pasupathy, Pavan, Aadukalam Naren, Ken Karunas, Tee Jay, Abhirami, A. Venkatesh, Balaji Sakthivel, Subramaniam Siva, M. Tamilarasan, Nitish Veera, Munnar Ramesh","The teenage son of a farmer from an underprivileged caste kills a rich, upper caste landlord. Will the farmer, a loving father and a pacifist by heart, be able to save his hot-blooded son is the rest of the story.",8.5,8648,INR 600000000,,$ 379728,,190.0,11.0
tt9477532,Greta,Greta,2019,2019-10-10,Drama,97,Brazil,Portuguese,Armando Praça,"Armando Praça, Fernando Mello",Carnaval Filmes,"Marco Nanini, Denise Weinberg, Demick Lopes, Gretta Star, Robério Diógenes, Edneia Tutti, Felipe De Paula, Fabiano Rocha, Fabiola Liper, Layla Sah, Júnior Martins, Pedro Domingues, Fauller, Bruno Gomes, Galba Nogueira","Pedro, a 70-year-old gay nurse, is taking care of Daniela, his ailing transgender friend. In order to find her a vacant hospital bed, he decides to help an arrested and wounded criminal to escape.",6.2,190,,,,,,12.0
tt9482230,Tommaso,Tommaso,2019,2020-06-05,Drama,115,"Italy, UK, USA, Greece","English, Italian, Russian",Abel Ferrara,Abel Ferrara,Simila(r),"Cristina Chiriac, Willem Dafoe, Anna Ferrara, Alessandro Foschetti, Stella Mastrantonio, Lorenzo Piazzoni, Alessandro Prato, Sofia Rania, Kyle Reardon, Alessandra Scarci, Dharma Mangia Woods","The story of an American artist living in Rome with his young European wife Nikki and their 3-year-old daughter, Dee Dee.",6.0,549,EUR 3000000,,$ 23588,66.0,8.0,43.0
tt9484998,Palm Springs,Palm Springs,2020,2020-07-10,"Comedy, Fantasy, Mystery",90,"USA, Hong Kong",English,Max Barbakow,Andy Siara,Limelight,"Andy Samberg, Cristin Milioti, J.K. Simmons, Peter Gallagher, Meredith Hagner, Camila Mendes, Tyler Hoechlin, Chris Pang, Jacqueline Obradors, June Squibb, Tongayi Chirisa, Dale Dickey, Conner O'Malley, Jena Friedman, Brian Duffy","When carefree Nyles and reluctant maid of honor Sarah have a chance encounter at a Palm Springs wedding, things get complicated as they are unable to escape the venue, themselves, or each other.",7.4,44712,,$ 164000,$ 338427,83.0,300.0,122.0
tt9485592,Girl Blood Sport,Girl Blood Sport,2019,2019-02-25,"Action, Fantasy, Horror",354,USA,,Russell Brown,Russell Brown,"GirlFightMovie.com, LLC","Miss Mercedes 9, Abby, Stephanie Adduci, Adelina, Delila Alas, Bianca Alexandrea, Chelsea Alexandria, Euriah Alexandria, Ali, Dezie Alvarez, Lauren Alysse, Amore, Lady Ana-Eve, Ann, Ashley Ann","Chaos follows a deadly duo of maniac assassins after they host a brutal, no-holds-barred tournament inside a sinister steel cage surrounded by razor-sharp barb-wire after luring hungry, ...",7.0,117,$ 30000,,,,1.0,
tt9487594,Menteur,Menteur,2019,2019-07-10,Comedy,111,Canada,French,Émile Gaudreault,"Eric K. Boulianne, Émile Gaudreault",Cinémaginaire Inc.,"Louis-José Houde, Antoine Bertrand, Véronique Le Flaguais, Jonathan Bergeron, Marie-Ève Bertrand, Anne-Élisabeth Bossé, Luc Bourgeois, Alexandre Bélanger, Dave Campbell, Catherine Chabot, Guillaume Champoux, Patrice Coquereau, Gabrielle Anne Desy, Patrice Ducharme, Denise Filiatrault","Simon is a compulsive liar. His family and colleagues organize an intervention but it turns into a confrontation and Simon denies everything. The next day, he wakes up in a reality where all his lies are proven facts.",6.5,587,,$ 4697364,$ 4697364,,3.0,1.0
tt9490414,I cacciatori di tesori - L'isola maledetta,Yun nan chong gu,2018,2018-12-29,"Action, Adventure, Fantasy",110,China,Mandarin,Xing Fei,,Golden Harvest Company,"Hang Cai, Xuan Gu, Heng Yu, Taishen Cheng, Yuke Ma, Yusi Chen, Chih-Wei Tang, Tsung-Hua To, Lu Xu","Following in the footsteps of blockbuster MOJIN: THE LOST LEGEND and based on the bestselling novel series, MOJIN: THE WORM VALLEY once again finds legendary tomb explorer Hu Bayi on a ...",4.7,312,,$ 101516,$ 22381583,,6.0,9.0
tt9493708,Underdog,Underdog,2019,2019-01-11,"Action, Drama, Sport",116,Poland,Polish,Maciej Kawulski,Mariusz Kuczewski,Ekipa,"Eryk Lubos, Mamed Khalidov, Aleksandra Poplawska, Emma Giegzno, Janusz Chabior, Tomasz Wlosok, Jaroslaw Boberek, Krzysztof Kiersznowski, Zbigniew Paterak, Mariusz Drezek, Michal Mikolajczak, Dmitrii Smoliakov, Rafal Iwaniuk, Roman Szymanski, Jedrzej Taranek",,5.7,316,,,,,1.0,1.0
tt9495690,Pagalpanti,Pagalpanti,2019,2019-11-22,"Action, Comedy",149,India,Hindi,Anees Bazmee,"Anees Bazmee, Shreya Dev Verma",Panorama Studios,"Anil Kapoor, John Abraham, Ileana D'Cruz, Arshad Warsi, Pulkit Samrat, Urvashi Rautela, Kriti Kharbanda, Saurabh Shukla, Inaamulhaq, Zakir Hussain, Brijendra Kala, Ashok Samarth, Dolly Bindra, Yash Agnihotri, Alister Albert","3 men, considered as losers in their lives by the people, plan to get rich along with their girlfriends by fooling 2 gangsters and robbing their money.",3.1,1822,,$ 423340,$ 5633633,,58.0,9.0
tt9496212,22 Yards,22 Yards,2019,2019-03-15,Sport,126,India,Hindi,Mitali Ghoshal,"Samrat, Nishant Shandilya",MS Productions 74,"Barun Sobti, Amartya Ray, Rajit Kapur, Panchi Bora, Rajesh Sharma, Chaiti Ghosal, Geetika Tyagi, Mrinal Mukherjee, Kalyan Chatterjee, Pallavi Chatterjee, Vikram Kochhar, Kartikey Tripathi, Navjot Singh, Subrata Guha Roy, Surya Kar",A dramatic portrayal of a victorious tale of a fallen cricket agent and a young cricketer.,6.2,365,,,$ 20497,,13.0,
tt9496406,Feng yu zhou,Feng yu zhou,2018,2018-08-03,Animation,105,China,Mandarin,Kuo Liu,"Yicheng Shu, Ao Yu",,,"A young man who lives in Xiaoyanggang dreams of martyrdom, but he is blind and can only sneak into the market by swindling. One day, Rakshasa attacked Xiaoyanggang, and his mother, who was ...",7.1,142,,,$ 16558135,,,
tt9497146,Mobile Suit Gundam Narrative,Mobile Suit Gundam Narrative,2018,2018-11-30,"Animation, Action, Sci-Fi",88,Japan,Japanese,Shun'ichi Yoshizawa,"Harutoshi Fukui, Harutoshi Fukui",Sunrise,"J. David Brimmer, Daniel J. Edwards, Wayne Grayson, Paul Guyet, Erika Ishii, Brianna Knickerbocker, Stefan Martello, Faye Mata, Griffin Puatu, Phillip Reich, Zeno Robinson, Melissa Schoenberg, Patrick Seitz, Robby Sharpe, Stephanie Sheh","One year has passed since the events of Mobile Suit Gundam Unicorn and the Laplace's Box was opened. Following the conflict called the ""Laplace Incident"", the Neo Zeon remnant force known ...",6.0,220,,$ 259224,$ 6126259,,4.0,
tt9500372,Cep Herkülü: Naim Süleymanoglu,Cep Herkülü: Naim Süleymanoglu,2019,2019-11-22,"Biography, Drama, Sport",141,Turkey,"Turkish, English, Bulgarian",Ozer Feyzioglu,"Ozer Feyzioglu, Baris Pirhasan",Dijital Sanatlar Production,"Hayat Van Eck, Selen Öztürk, Yetkin Dikinciler, Gürkan Uygun, Renan Bilek, Levent Ülgen, Bülent Alkis, Kemal Basar, Baris Kiralioglu, Ugur Günes, Ismail Hacioglu, Ognyan Simeonov, Murat Kiliç, Mustafa Kirantepe, Bahtiyar Engin","The biography of Turkish weight lifter, and champion of Olympics, Naim Suleymanoglu.",8.5,5682,,,$ 4920899,,42.0,4.0
tt9501310,Meitantei Conan: Konjo no fisuto,Meitantei Conan: Konjo no fisuto,2019,2019-04-12,"Animation, Action, Adventure",109,Japan,"Japanese, English",Tomoka Nagaoka,Takahiro Ohkura,Shogakukan,"Minami Takayama, Wakana Yamazaki, Megumi Hayashibara, Rikiya Koyama, Yukiko Iwai, Naoko Matsui, Ken'ichi Ogata, Wataru Takagi, Ikue Ôtani, Yu Asakawa, Kurt Common, Ryan Drees, Charles Glover, Joe Hernandez, Nobuyuki Hiyama","The world's greatest blue sapphire, the ""blue lapis fist"", said to have sunk in a pirate ship in the late 19th century, on the coasts of Singapore. A local millionaire plots to retrieve it,...",6.3,994,,,$ 115570314,,8.0,7.0
tt9506474,The Hater,Sala samobójców. Hejter,2020,2020-07-29,"Drama, Thriller",135,Poland,"Polish, English",Jan Komasa,Mateusz Pacewicz,Naima Film,"Maciej Musialowski, Vanessa Aleksander, Danuta Stenka, Jacek Koman, Agata Kulesza, Maciej Stuhr, Adam Gradowski, Piotr Biedron, Jedrzej Wielecki, Jan Hrynkiewicz, Martynika Kosnica, Wiktoria Filus, Iga Krefft, Viet Anh Do, Sebastian Szalaj",A young man searches for purpose in a net of hatred and violence that he tries to control.,7.1,6349,,,$ 1325591,61.0,62.0,33.0
tt9507234,Digimon Adventure: Last Evolution Kizuna,Digimon Adventure: Last Evolution Kizuna,2020,2020-02-21,"Animation, Action, Adventure",65,Japan,Japanese,Tomohisa Taguchi,"Akiyoshi Hongo, Akatsuki Yamatoya",Toei Animation,"Ayaka Asai, Johnny Yong Bosch, Griffin Burns, Robbie Daymond, Mari Devon, Junya Enoki, Tom Fahn, Anna Garduno, Natsuki Hanae, Erika Harlacher, Kyle Hebert, Kate Higgins, Yoshimasa Hosoya, Mao Ichimichi, Junya Ikeda","The team discovers that when they grow up, their relationship with their Digimon will come closer to an end. They realize that the more they fight, the faster their bond breaks and the time to choose is approaching fast.",7.5,347,,,$ 3966107,,3.0,1.0
tt9507276,Saga of Tanya the Evil Movie,Saga of Tanya the Evil Movie,2019,2019-02-08,"Animation, Action, Adventure",115,Japan,Japanese,Yutaka Uemura,"Carlo Zen, Kenta Ihara",Studio NuT,"Tesshô Genda, Daiki Hamano, Takaya Hashi, Saori Hayami, Daichi Hayashi, Jun Kasama, Yûsuke Kobayashi, Ryokan Koyanagi, Shin'ichirô Miki, Binbin Takaoka, Nobuo Tobita, Haruka Tomatsu, Aoi Yûki, Hôchû Ôtsuka","Tanya Degurechaff continues her misadventures, avoiding death and being sent to hell, while battling the forces of the Republic Army.",7.6,589,,$ 288460,$ 288460,,10.0,3.0
tt9509866,The Guy Who Didn't Like Musicals,The Guy Who Didn't Like Musicals,2018,2018-12-23,"Comedy, Musical",112,USA,English,Nick Lang,"Matt Lang, Nick Lang",StarKid Productions,"Jon Matteson, Lauren Lopez, Joey Richter, Jaime Lyn Beatty, Corey Dorris, Robert Manion, Mariah Rose Faith, Jeff Blim","Paul is an average guy. He likes movies, and pizza, and average guy things. He does not like - musicals. But Paul's small world is about to come crashing down under the weight of ...",8.7,330,$ 130000,,,,4.0,
tt9511256,Preman Pensiun,Preman Pensiun,2019,2019-01-17,"Comedy, Crime, Drama",94,Indonesia,Indonesian,Aris Nugraha,Aris Nugraha,MNC Pictures,"Epy Kusnandar, Tia Arifin, Soraya Rasyid, Dedi Moch Jamasari, Andra Manihot, Deny Firdaus, Ica Naga, Abenk Marco, M. Fajar Hidayatullah, Purwo Kristiono, Mang Uu, Sadana Agung Sulistya, Sandi Tile, Nining Yuningsih, Vina Ferina","After three years, the business of Muslihat, who has retired as a thug, has a problem. He also faces new problems when her daughter grows up and visited by the boys. The friction between his former subordinates also starts to happen again.",7.0,117,,,,,2.0,4.0
tt9514970,Danmarks sønner,Danmarks sønner,2019,2019-04-11,"Drama, Thriller",123,Denmark,"Danish, Arabic",Ulaa Salim,Ulaa Salim,Hyæne Film,"Zaki Youssef, Mohammed Ismail Mohammed, Imad Abul-Foul, Rasmus Bjerg, Ari Alexander, Ivan Alan Ali, Lars Bendix, Asil Mohamad Habib, Morten Holst, Elliott Crosset Hove, Ali Hussein, Olaf Johannessen, Özlem Saglanmak","Denmark four years into the future. After a major bomb attack in Copenhagen radicalization and ethnic tensions are running high, and a racist leader is leading the polls.19-year old Zakaria is afraid, wanting to do something.",6.4,1341,,,$ 13219,,9.0,25.0
tt9515298,Pandamonium,Pandamonium,2020,2020-03-02,"Comedy, Horror",86,UK,English,Mj Dixon,Mj Dixon,H B Films,"David Hon Ma Chu, Oriana Charles, Dani Thompson, Will Jones, James Hamer-Morton, Lee Mark Jones, Charlie Bond, William Marshall, Chloe Badham, Derek Nelson, Tatiana Ibba, Annie Knox, Martin W. Payne, Pablo Raybould, Charlie Clarke",Arielle's first day at work spirals into Pandemonium as a serial killer locks his sights on the after office party.,3.1,352,,,,,16.0,7.0
tt9515732,Xane: The Vampire God,Xane: The Vampire God,2020,2020-02-01,"Adventure, Drama, Fantasy",118,USA,English,Johnny Pendragon,"Kara Farden, Johnny Pendragon",Hot Coffee Films,"Parker Boles, Jenna Farden, Robere Kazadi, Zoë Kelly, Brennen Davis, Michelle Oneida, Dylan Wood, Jon A. Ravenholt, Scott Grady, Jen Potcher, Kitty Suzanne Sigler, William H. Parker Jr., MaKenna Conley, Joy Graham, Leslie Lelo Lopez","Xane, an immortal vampire, returns to the past to save his former self, Titus. Xane must rescue Titus and stop him from inheriting the curse. Xane is able to save his loved ones, but the broad strokes of time cannot be altered.",5.0,225,,,,,3.0,1.0
tt9519642,Hasta que la boda nos separe,Hasta que la boda nos separe,2020,2020-02-14,"Comedy, Romance",110,Spain,Spanish,Dani de la Orden,"Eric Navarro, Olatz Arroyo",Atresmedia Cine,"Belén Cuesta, Álex García, Silvia Alonso, Antonio Dechent, Mariam Hernández, Gracia Olayo, Salva Reina, Ricardo Castella, Jorge Ponce, Ernesto Sevilla, Adrián Lastra, Leo Harlem, Malena Alterio, Antonio Resines, Jordi Sánchez",A love affair to hide. A wedding to prepare. A disaster to come.,5.8,580,,,$ 3037094,,2.0,7.0
tt9520140,Güzelligin Portresi,Güzelligin Portresi,2019,2019-12-13,"Drama, Horror, Thriller",127,Turkey,Turkish,Umur Turagay,"Pinar Bulut, Onur Koralp",BKM Film,"Burçin Terzioglu, Birkan Sokullu, Melisa Senolsun, Serkan Keskin, Feridun Düzagaç, Gizem Erman Soysaldi, Lara Tonka","Receiving important news about her father, whom she has not met for years, Nisan returns to her father's house with her husband and daughter. There are strange things happening in this ...",6.4,1937,,,$ 329612,,19.0,2.0
tt9522080,Non conosci Papicha,Papicha,2019,2020-08-27,Drama,108,"France, Algeria, Belgium, Qatar","French, Arabic",Mounia Meddour,"Fadette Drouard, Mounia Meddour",The Ink Connection,"Lyna Khoudri, Shirine Boutella, Amira Hilda Douaouda, Yasin Houicha, Zahra Manel Doumandji, Marwan Zeghbib, Aida Ghechoud, Meriem Medjkrane, Samir El Hakim, Amine Mentseur, Khaled Benaïssa, Abderrahmane Boudia, Malek Ghellamat, Lina Boudraa, Slimane Bourdous","Algiers, 1997. Terrorist wanting an Islamic and archaic state are everywhere. Women are oppressed, in a seek to take control of their bodies, clothing and public space. Young student Nedjma is passionate about making a fashion show.",7.1,1422,,,$ 2048398,68.0,14.0,37.0
tt9522162,Bana Bir Ask Sarkisi Söyle,Bana Bir Ask Sarkisi Söyle,2019,2019-03-29,Drama,116,Iran,Turkish,Mehrdad Ghafarzadeh,"Sertaç Baycan, Mehrdad Ghafarzadeh",Hüzzam Film,"Yusuf Çim, Afsaneh Pakroo, Burak Ceylan, Pejman Bazeghi, Hazal Türesan, Aysen Inci, Semra Dinçer, Cinare Melekzadeh, Elif Erol, Aytak Javid, Farnaz Mahmoudi, Omid Roohani",Emre's life takes a different path with a plan by his best friend Hakan. Emre enters into a different process with the feelings of love being added to him while fighting for orphans.,5.7,101,TRL 4000000,,$ 20698,,,
tt9526152,Gekijouban danjon ni deai o motomeru no wa machigatteiru daro ka: Orion no ya,Gekijouban danjon ni deai o motomeru no wa machigatteiru daro ka: Orion no ya,2019,2019-02-15,"Animation, Action, Adventure",82,Japan,Japanese,Katsushi Sakurabi,"Fujino Omori, Fujino Omori",J.C. Staff,"Yoshitsugu Matsuoka, Inori Minase, Maaya Sakamoto, Maaya Uchida, Yoshimasa Hosoya, Saori Hayami, Sôma Saitô, Ai Kayano, Saori Oonishi, Juri Kimura, Rie Murakawa, Minami Takahashi, Mutsumi Tamura, Nobuhiko Okamoto, Yurika Kubo","In the city of Orario, beneath an impossibly tall tower, lies the dungeon. Only adventurers who form partnerships with the gods themselves have any hope of defeating the monsters that lie ...",6.7,529,,$ 271489,$ 338632,,4.0,2.0
tt9526822,Alone/Together,Alone/Together,2019,2019-02-13,"Drama, Romance",103,Philippines,"Filipino, Tagalog",Antoinette Jadaone,Antoinette Jadaone,Black Sheep,"Liza Soberano, Enrique Gil, Sylvia Sanchez, Nonie Buencamino, Adrian Alandy, Mary Joy Apostol, Xia Vigor, Jasmin Curtis Smith, Gabby Padilla, Edgar Ebro, Rich Gentilcore, Geordy Skolnick, Bettina Skye","After meeting again at an awards ceremony, a former couple discover they still have a connection.",7.0,267,,,$ 271101,,6.0,1.0
tt9526826,Android Kunjappan Version 5.25,Android Kunjappan Version 5.25,2019,2019-11-08,"Comedy, Drama",140,India,Malayalam,Ratheesh Balakrishnan Poduval,Ratheesh Balakrishnan Poduval,Moonshot Entertainments,"Soubin Shahir, Suraj Venjaramoodu, Kendy Zirdo, Saiju Kurup, Sooraj Thelakkadu, Maala Parvathi, Rajesh Madhavan, Sivadas Kannur, Unni Raja, Renji Kankol, Megha Mathew, Danil Akufa, Ragu Annur, Shivadas C., Jathana C.V.","Story of a conventional, conservative small town villager and his son who has to move away from home due to his profession. Their relationship gets an endearing twist when an AI humanoid enters their lives and fills in their emptiness.",8.3,3242,,,$ 10230,,57.0,5.0
tt9527778,Doblemente Embarazada,Doblemente Embarazada,2019,2019-12-20,Comedy,98,Mexico,Spanish,Koko Stambuk,"Diego Ayala, Koko Stambuk",SDB Films,"Roberta Burns, Gustavo Egelhaaf, Luis Felipe Castellanos, América Gabriel, Verónica Jaspeado, Abraham Jurado, Matías Novoa, Maite Perroni, Enrique Rodríguez, Axela Valadez, Raúl Vega, Luis Fernando Zarate, Ricardo Zertuche","A month before marrying Javier, Cristina decides to celebrate her bachelorette party. That's when she meets Felipe, her high school ex, with whom she ends up spending the night. When ...",4.4,197,$ 950000,,$ 965558,,4.0,
tt9529640,Dansu wizu mî,Dansu wizu mî,2019,2019-08-16,"Adventure, Comedy, Musical",103,Japan,Japanese,Shinobu Yaguchi,"Junko Yaguchi, Shinobu Yaguchi",'Dance with Me' Production Committee,"Ayaka Miyoshi, Yû Yashiro, Chay, Takahiro Miura, Tsuyoshi Muro, Akira Takarada, Rio Akisada, Masaru Aoyama, Sakiko Bokumoto, Shizuka Fujimoto, Motoki Fukami, Takenori Gotô, Kenta Hamano, Miki Hayashida, Yûya Igarashi",Suzuki Shizuka is an office lady at a conglomerate who is treated by a hypnotist and left under the spell. Thereafter she cannot but sing and dance whenever she hears any melody whatsoever....,6.8,279,,,$ 959785,,3.0,8.0
tt9531094,Saheb,Saheb,2019,2019-02-08,Drama,142,India,Gujarati,Shailesh Prajapati,Paresh Vyas,Sparsh Films,"Malhar Thakar, Kinjal Rajpriya, Archan Trivedi, Nisarg Trivedi, Sharvary Joshi, Vaibhavi Bhatt, Kamal Joshi, Prashant Barot, Hitesh Thakar, Raju Barot, Rupin Shah, Yash Soni, Sanjay Galsar, Nilesh Parmar, Kahaan","The protagonist takes up a fight for his fellow students which brings him in direct conflict with the management. As his agitation becomes stronger, he is threatened for his life by the ...",5.9,135,,,,,6.0,
tt9533342,Can Dostlar,Can Dostlar,2019,2019-01-18,"Comedy, Family",103,Turkey,Turkish,Tugçe Soysop,"Öner Ates, Nagihan Cemcir",BKM Film,"Selim Bayraktar, Berat Efe Parlar, Esat Polat Güler, Eda Doger, Dora Dalgic, Taha Sönmezisik, Zeynep Çelik, Arda Tasarcan, Alperen Efe Esmer, Ilknur Külahlioglu, Ikra Külahlioglu, Damla Ates, Duru Hosver, Can Aydin, Tugce Karabayir","Children who play constantly with their phones now seem to have forgotten to play on the street. At the insistence of new friends, children decide to play in the park again to end this ...",5.5,226,,,$ 4881,,1.0,1.0
tt9534808,Acceleration,Acceleration,2019,2019-11-08,"Action, Crime, Thriller",85,USA,English,"Michael Merino, Daniel Zirilli",Michael Merino,7Heaven Productions,"Sean Patrick Flanery, Dolph Lundgren, Chuck Liddell, Natalie Burn, Quinton 'Rampage' Jackson, Danny Trejo, Al Sapienza, Olya Banar, Riccardo Berdini, Ryan Carnes, Gianluca Di Medio Ceccarelli, Neb Chupin, Joe Corzo, Melvin Davis, Jack Dhein","A mom has one night to do some tasks in LA requiring a gun, if she wants to see her son alive. He's held by a mob boss.",4.5,963,$ 3000000,,,,37.0,25.0
tt9535950,Eonni,Eonni,2019,2019-01-01,Action,94,South Korea,Korean,Kyeong-Taek Lim,"Min Kim, Kyeong-Taek Lim",Filma Pictures,"Si-young Lee, Se-wan Park, Joon-hyuk Lee, Jin-ho Choi, Ki-moo Kim, Won-hae Kim, Min-seok Kwak, Hyeong-cheol Lee, Song-a Yoon",A woman seeks to take revenge when her young sister disappears and she finds out that her sister suffered violence and sexual abuse from school bullies.,5.4,413,,,$ 1558387,,9.0,12.0
tt9537008,Gini Helida Kathe,Gini Helida Kathe,2019,2019-01-11,Drama,138,India,Kannada,Nagaraja Uppunda,,Buddha Chithralaya,"Githanjali, Loki, Malathesh","Gini aka Ganesh, a cab driver meets a passenger Ammu aka Amrutha in his cab. Gini and Ammu click instantly and end up having a funny conversation on various aspects of life. As Gini ...",9.1,234,,,,,2.0,
tt9537054,Bijoya,Bijoya,2019,2019-01-04,Drama,145,India,Bengali,Kaushik Ganguly,,Opera Movies,"Jaya Ahsan, Abir Chatterjee, Kaushik Ganguly, Lama Halder",Bijoya' is the sequel to Kaushik Ganguly National award-winning film 'Bishorjon'. Padma is now married to Ganesh Mondal. An emergency situation brings Padma and Ganesh Mondal to Kolkata ...,7.3,341,,,,,15.0,
tt9537068,Durgeshgorer Guptodhon,Durgeshgorer Guptodhon,2019,2019-05-24,"Adventure, Drama, Family",133,India,Bengali,Dhrubo Banerjee,Subhendu Dasmunshi,SVF Entertainment,"Abir Chatterjee, Arjun Chakraborty, Ishaa Saha, Aryann Bhowmick, Lily Chakravarty, Anindya Chatterjee, Debjani Chatterjee, Bihaan Saha Dalal, Lama Halder, Joydip Kundu, June Malia, Baisakhi Marjit, Kamaleswar Mukherjee, Kharaj Mukherjee, Koushik Sen",The adventurous trip of Abir and Jhinuk takes them to the legendary Durgeshgor.,6.6,532,,,,,13.0,1.0
tt9537082,Ranarangam,Ranarangam,2019,2019-08-15,"Action, Drama",138,India,Telugu,Sudheer Varma,"Arjun, Carthyk",Sithara Entertainments,"Sharwanand, Mahesh Achanta, Kajal Aggarwal, Ajay, Aadarsh Balakrishna, Bhadram, Brahmaji, Raja Chembolu, Alok Jain, Padma Jayanthi, Kalpalatha, Pankaj Kesari, Vamsi Nekanti, Maya Nelluri, Praveen",Deva (Sharwanand) is a powerful gangster from Visakhapatnam who moves to Spain to put his past behind him. But what happens when he realises he can't shake off his enemies no matter where he goes?,5.9,385,,,$ 18297,,9.0,1.0
tt9537278,Naadodigal 2,Naadodigal 2,2020,2020-01-31,Drama,136,India,Tamil,Samuthirakani,,Madras Enterprises,"M. Sasikumar, Anjali, Athulya Ravi, Bharani, Namo Narayana, Gnanasambandam, Super Subbarayan, M.S. Bhaskar, Sriranjani",A set of befriends jointly saving a lovers against the cast antagonists of a bad group after facing so many dramas arranged by the girls family,5.0,132,,,,,5.0,3.0
tt9537292,Ala Vaikunthapurramuloo,Ala Vaikunthapurramuloo,2020,2020-01-12,"Action, Drama",163,India,Telugu,Trivikram Srinivas,Trivikram Srinivas,Geetha Arts,"Allu Arjun, Pooja Hegde, Tabu, Jayaram, Sushanth, Murli Sharma, Nivetha Pethuraj, Navdeep, Samuthirakani, Suneel, Hyper Aadi, Ajay, Ananth, Joy Badlani, Tanikella Bharani",A jealous clerk secretly switches his newborn son with his millionaire friend's temporarily stillborn son.,7.1,6254,,,$ 631683,,138.0,8.0
tt9537346,Ardaas Karaan,Ardaas Karaan,2019,2019-07-18,Drama,140,India,Punjabi,Gippy Grewal,"Gippy Grewal, Rana Ranbir",Humble Motion Pictures,"Gippy Grewal, Gurpreet Ghuggi, Sapna Pabbi, Malkeet Rauni, Japji Khaira, Sardar Sohi, Rana Jung Bahadur, Yograj Singh, Meher Vij, Kuljinder Singh Sidhu, Manpreet Rayat, Gurfateh Singh Grewal, Aman Khatkar, Raja Dhillon, Seerat Rana","During times of conflict, three elderly men try to instill values in their families.",8.8,1360,,,$ 752481,,141.0,2.0
